"cfda_program_num","cfda_program_title","agency_code","recipient_county_code","recipient_state_code","recipient_country_code","assistance_type","fiscal_year","asst_cat_type","recip_cat_type","fed_funding_amount","non_fed_funding_amount","total_funding_amount","face_loan_guran","orig_sub_guran","agency_name","assistance_type_name","recip_cat_type_name"
"84.063 ","PELL                                                                      ","9100","145","OH","USA","06","2016","d","f",18939,0,18939,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","145","OH","USA","06","2016","d","g",15879,0,15879,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","145","OH","USA","06","2016","d","h",81141,0,81141,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","145","TN","USA","06","2016","d","g",1459,0,1459,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","145","TN","USA","06","2016","d","h",10552,0,10552,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","147","MI","USA","06","2016","d","f",59944,0,59944,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","147","MI","USA","06","2016","d","g",127081,0,127081,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","147","MI","USA","06","2016","d","h",8564,0,8564,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","147","MO","USA","06","2016","d","h",114179,0,114179,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","147","NC","USA","06","2016","d","g",310549,0,310549,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Government"
"84.063 ","PELL                                                                      ","9100","147","NC","USA","06","2016","d","h",84971,0,84971,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","147","NC","USA","06","2016","d","n",8638,0,8638,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Non-Profit Organization"
"84.063 ","PELL                                                                      ","9100","147","OH","USA","06","2016","d","f",12788,0,12788,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","For-Profit Organization"
"84.063 ","PELL                                                                      ","9100","147","OH","USA","06","2016","d","h",167431,0,167431,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
"84.063 ","PELL                                                                      ","9100","147","OK","USA","06","2016","d","h",24034,0,24034,0,0," ED","Direct payment for specified use, as a subsidy or other non-reimbursable direct financial aid","Higher Education"
